sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
3016,206,25,1007.9,0,6032,59.3,4,30,7,25.47
3017,208,22,1007.8,0,6034,59.9,4,18,6,25.37
3018,204,24,1007.8,0,6036,59.9,4,23,6,25.46
3019,207,33,1007.7,0,6038,60.5,4,9,7,25.38
3020,208,24,1007.9,0,6040,61.1,4,20,6,25.46
3021,201,34,1008,0,6042,61.6,4,11,5,25.41
3022,192,20,1008.1,0,6044,62.2,4,15,5,25.27
3023,198,20,1007.9,0,6046,62.4,4,16,6,25.19
3024,200,21,1008,0,6048,62.3,4,16,7,25.3
3025,193,14,1007.9,0,6050,61,5,17,7,25.3
3026,62,73,1007.9,0,6052,59.4,6,16,8,25.43
3027,192,14,1007.9,0,6054,58.8,4,17,7,25.4
3028,205,13,1007.9,0,6056,58.5,4,17,5,25.42
3029,205,28,1007.8,0,6058,59.1,4,14,5,25.26
3030,190,14,1007.8,0,6060,58.5,4,25,5,25.19
3031,212,18,1007.9,0,6062,58.9,3,15,4,25
3032,202,14,1007.8,0,6064,59.1,3,16,4,24.96
3033,207,25,1007.8,0,6066,61.3,2,19,4,24.86
3034,221,15,1007.7,0,6068,61.7,2,11,4,24.79
3035,202,11,1007.8,0,6070,61.1,3,25,4,24.82
3036,225,13,1007.7,0,6072,61.2,3,24,5,24.76
3037,198,24,1007.5,0,6074,61.7,3,13,4,24.55
3038,198,12,1007.7,0,6076,61.9,0,19,3,24.51
3039,235,20,1007.5,0,6078,62.2,3,27,5,24.47
3040,199,16,1007.3,0,6080,62.1,3,17,4,24.35
3041,144,26,1007.2,0,6082,61.1,2,15,4,24.21
3042,104,18,1007.3,0,6084,61,2,16,4,24.15
3043,359,44,1007.5,0,6086,63.1,0,19,0,23.64
3044,267,12,1007.4,0,6088,64.9,1,20,4,23.46
3045,216,32,1007.5,0,6090,65.4,2,20,4,23.43
3046,221,49,1007.4,0,6092,65.1,1,22,4,23.42
3047,310,11,1007.3,0,6094,65.6,3,12,5,23.45
3048,288,21,1007.2,0,6096,65.3,0,22,3,23.49
3049,89,92,1006.8,0,6098,65.2,3,20,6,23.22
3050,25,53,1007.1,0,6100,67,2,23,4,22.64
3051,204,49,1006.8,0,6102,68.3,1,24,4,22.42
3052,224,54,1006.8,0,6104,69.4,1,28,4,21.89
3053,231,5,1006.7,0,6106,70.7,0,21,0,21.84
3054,199,20,1006.7,0,6108,71.4,0,20,3,21.71
3055,141,28,1006.7,0,6110,69.2,4,22,6,21.81
3056,108,11,1006.6,0,6112,56.8,5,20,7,23.31
3057,113,10,1006.7,0,6114,53,4,18,6,23.45
3058,119,14,1006.5,0,6116,48.3,5,13,6,24.41
3059,122,11,1006.4,0,6118,48,5,12,6,24.04
3060,115,9,1006.4,0,6120,49.3,3,17,5,23.59
3061,257,50,1006.8,0,6122,54.3,4,11,9,22.55
3062,307,5,1006.9,0,6124,54.2,2,18,4,22.45
3063,309,0,1007.1,0,6126,56.5,0,15,2,21.96
3064,295,14,1007,0,6128,57.4,2,16,4,21.95
3065,252,6,1007,0,6130,61.4,1,7,4,21.18
3066,248,3,1006.9,0,6132,62.8,0,18,0,20.97
3067,240,2,1007,0,6134,64.3,0,17,0,20.61
3068,225,11,1007.1,0,6136,66.1,0,34,0,20.31
3069,210,20,1007,0,6138,67.4,0,31,0,20.32
3070,146,14,1007.1,0,6140,67.4,0,44,0,20.49
3071,104,2,1007.2,0,6142,68,1,74,4,20.58
3072,68,7,1007.4,0,6144,68.3,4,76,6,21.06
3073,68,9,1007.6,0,6146,69.6,4,80,5,21.65
3074,45,11,1007.6,0,6148,71.3,2,151,4,21.93
3075,36,10,1007.6,0,6150,73.5,2,275,4,22.62
3076,53,8,1007.6,0,6152,72.2,3,231,5,23.3
3077,62,7,1007.7,0,6154,70.1,2,229,3,23.57
3078,44,11,1007.9,0,6156,69,0,249,4,23.78
3079,58,16,1008.1,0,6158,66.4,5,346,6,24.56
3080,59,10,1008.2,0,6160,63.3,6,397,8,25.35
3081,52,10,1008.2,0,6162,62,6,430,7,25.29
3082,62,13,1008.1,0,6164,60.9,5,457,7,26.17
3083,22,35,1007.9,0,6166,59,3,499,4,26.39
3084,353,36,1008,0,6168,56.3,3,530,6,27.45
3085,331,24,1008.2,0,6170,53,4,571,6,27.74
3086,313,28,1008.2,0,6172,49.6,3,593,5,28.39
3087,285,24,1008.1,0,6174,46.7,4,630,6,28.64
3088,313,23,1008.2,0,6176,57.2,6,677,9,28.45
3089,306,21,1008.3,0,6178,57.6,7,754,9,27.73
3090,288,26,1008.4,0,6180,58.5,6,810,8,27.97
3091,291,29,1008.4,0,6182,58,6,834,8,28.63
3092,308,18,1008.3,0,6184,56.4,6,850,8,28.48
3093,319,25,1008.4,0,6186,54.2,5,880,8,28.91
3094,337,31,1008.3,0,6188,54.9,5,848,9,29.58
3095,298,33,1008.3,0,6190,52.5,5,883,7,29.31
3096,319,28,1008.4,0,6192,49.7,5,969,8,30.5
3097,305,26,1008.4,0,6194,48.7,5,485,8,29.95
3098,315,27,1008.3,0,6196,49.5,5,912,8,30.05
3099,289,23,1008.2,0,6198,48.7,5,1013,9,30.55
3100,311,22,1008.2,0,6200,48.2,5,1009,7,29.99
3101,310,31,1008.2,0,6202,49.5,6,938,9,31.19
3102,312,21,1008.2,0,6204,47.2,6,841,8,31.1
3103,290,36,1008.1,0,6206,44.1,6,1031,9,31.4
3104,296,32,1008.1,0,6208,42.9,6,1037,9,31.85
3105,276,35,1008,0,6210,39.7,7,1010,10,32.35
3106,253,35,1008,0,6212,41.1,7,1006,11,32.21
3107,247,31,1008,0,6214,36.1,6,1030,11,31.98
3108,249,29,1007.8,0,6216,37.2,6,878,10,32.24
3109,256,30,1007.8,0,6218,36,8,1119,11,32.12
3110,270,22,1007.9,0,6220,33.7,8,1073,11,31.72
3111,270,23,1007.8,0,6222,34.9,8,565,12,32.03
3112,286,24,1007.8,0,6224,36.2,7,309,12,31.75
3113,257,29,1007.8,0,6226,37.9,8,485,11,31.24
3114,273,29,1007.8,0,6228,35.6,7,603,11,30.79
3115,269,26,1007.7,0,6230,35.1,7,1072,11,31.56
3116,263,27,1007.7,0,6232,35.3,7,1039,10,31.31
3117,274,28,1007.8,0,6234,37.6,8,1044,10,31.45
3118,258,23,1007.8,0,6236,39.8,9,1028,15,30.28
3119,263,25,1007.7,0,6238,41.8,9,992,12,30.13
3120,260,27,1007.6,0,6240,40.7,8,913,12,30.07
3121,265,20,1007.5,0,6242,41.6,9,958,13,29.58
3122,268,31,1007.5,0,6244,44.4,9,930,12,29.04
3123,249,35,1007.4,0,6246,45.8,8,928,13,28.62
3124,259,26,1007.5,0,6248,45.9,8,905,12,28.25
3125,261,27,1007.3,0,6250,46.4,9,872,12,28.6
3126,264,28,1007.3,0,6252,47.6,9,862,15,28.31
3127,245,29,1007.2,0,6254,45.6,8,840,12,28.26
3128,253,29,1007.2,0,6256,47.8,8,850,13,27.91
3129,244,22,1007.1,0,6258,46.7,9,770,14,27.91
3130,248,20,1007.1,0,6260,52,10,682,16,26.82
3131,235,27,1007,0,6262,53.8,8,667,14,26.67
3132,232,34,1007,0,6264,54.4,7,562,11,26.34
3133,241,35,1006.9,0,6266,52.6,9,611,16,26.18
3134,244,27,1006.8,0,6268,53.9,10,557,16,26.08
3135,236,24,1006.8,0,6270,56.1,9,527,15,25.9
3136,239,27,1006.9,0,6272,57.8,9,505,16,25.54
3137,18,31,1007,0,6274,55.9,8,195,15,24.95
3138,226,29,1007,0,6276,56.3,7,309,12,25.06
3139,241,97,1007.2,0,6278,57.1,7,356,11,24.89
3140,220,32,1007.5,0,6280,61.1,7,187,13,24.3
3141,226,28,1007.7,0,6282,62.4,8,134,13,23.81
3142,221,30,1007.8,0,6284,65.3,6,101,11,23.53
3143,228,27,1007.5,0,6286,67.8,6,65,11,23.38
3144,214,27,1007.3,0,6288,70.8,5,71,8,23.28
3145,113,61,1007,0,6290,74.2,7,60,15,23.04
3146,214,32,1007.1,0,6292,74.6,6,47,10,23.05
3147,213,38,1007.6,0,6294,75.2,5,58,10,23.08
3148,227,26,1007.6,0,6296,76.1,4,54,7,23.08
3149,227,20,1007.7,0,6298,76.3,4,20,7,23.02
3150,229,21,1007.6,0,6300,76.8,5,24,8,22.91
3151,223,27,1007.8,0,6302,77.6,5,13,8,22.84
3152,219,28,1007.9,0,6304,78.3,4,24,8,22.75
3153,227,21,1007.9,0,6306,79.4,4,14,7,22.71
3154,233,22,1007.7,0,6308,80.3,6,14,9,22.62
3155,222,27,1007.8,0,6310,81.2,5,23,8,22.56
3156,211,27,1007.7,0,6312,81.9,4,17,8,22.58
3157,215,20,1007.7,0,6314,82,4,12,6,22.58
3158,222,24,1007.8,0,6316,82.3,4,14,5,22.56
3159,201,23,1008,0,6318,82.2,3,9,5,22.59
3160,207,15,1007.9,0,6320,81.9,2,18,4,22.65
3161,235,7,1008.2,0,6322,81.8,0,15,3,22.58
3162,251,15,1008.5,0,6324,82.1,0,15,0,22.52
3163,354,19,1009,0,6326,82.5,4,24,7,22.7
3164,359,11,1009.3,0,6328,80.9,5,3,7,22.99
3165,352,11,1009.2,0,6330,79.3,5,15,7,23.08
3166,345,15,1009.3,0,6332,80.2,5,16,9,23.12
3167,348,19,1009.6,0,6334,80.3,6,9,8,22.96
3168,341,15,1009.6,0,6336,79.9,7,19,10,22.85
3169,346,15,1009.5,0,6338,80.4,6,11,9,22.66
3170,354,16,1009.7,0,6340,82.4,6,13,8,22.51
3171,340,21,1009.8,0,6342,84.7,6,13,10,22.25
3172,14,24,1009.9,0,6344,87,5,17,9,22.02
3173,2,19,1009.4,0,6346,88.1,5,20,8,21.88
3174,352,14,1009.2,0,6348,88.8,5,12,7,21.79
3175,7,12,1008.8,0,6350,89.4,4,17,7,21.73
3176,333,17,1008.9,0,6352,89.9,5,18,7,21.67
3177,315,11,1008.8,0,6354,90.1,2,23,5,21.59
3178,295,9,1008.7,0,6356,90.5,4,21,6,21.54
3179,292,16,1008.5,0,6358,90.8,1,11,3,21.42
3180,291,11,1008.6,0,6360,91.2,4,23,6,21.24
3181,328,17,1008.4,0,6362,91.8,3,32,6,21.13
3182,340,10,1008,0,6364,92.3,2,24,4,21.03
3183,319,36,1007.8,0,6366,92.7,3,25,5,20.9
3184,226,14,1007.7,0,6368,93.4,1,27,4,20.71
3185,229,23,1007.5,0,6370,94.3,0,32,0,20.64
3186,198,17,1007.3,0,6372,95,0,27,0,20.44
3187,207,2,1007.4,0,6374,95.9,0,27,2,20.28
3188,237,14,1007.4,0,6376,96.9,3,44,5,20.25
3189,239,12,1007.3,0,6378,97.6,4,51,6,20.33
3190,237,10,1007.3,0,6380,97.6,4,27,5,20.4
3191,220,6,1007,0,6382,97.7,1,28,4,20.5
3192,186,11,1006.7,0,6384,97.8,3,31,5,20.58
3193,201,10,1006.8,0,6386,97.7,2,44,5,20.58
3194,230,14,1006.9,0,6388,97.7,3,64,4,20.54
3195,187,11,1006.7,0,6390,97.8,3,49,5,20.56
3196,211,19,1006.7,0,6392,97.8,3,49,4,20.61
3197,213,17,1006.9,0,6394,97.8,3,53,4,20.64
3198,241,34,1007.3,0,6396,97.8,3,44,4,20.63
3199,277,11,1007.4,0,6398,97.7,0,71,3,20.63
3200,207,67,1007.7,0,6400,97.7,0,42,3,20.63
3201,113,13,1007.5,0,6402,97.7,2,48,4,20.74
3202,162,12,1007.2,0,6404,97.7,4,92,6,20.89
3203,160,13,1007.1,0,6406,97.6,5,76,7,20.98
3204,143,17,1007,0,6408,97.6,5,82,6,20.97
3205,175,25,1007.3,0,6410,97.3,4,88,7,20.95
3206,197,23,1007.2,0,6412,97.3,2,116,4,20.9
3207,153,15,1006.8,0,6414,97.6,4,50,6,21
3208,161,24,1006.9,0,6416,97.4,5,81,7,21.02
3209,143,20,1006.7,0,6418,97.1,5,43,6,21.07
3210,143,11,1006,0,6420,96.8,6,104,9,21
3211,139,17,1005.7,0,6422,96.7,7,93,10,20.85
3212,135,20,1005.7,0,6424,96.7,6,95,9,20.89
3213,119,17,1005.5,0,6426,96.2,5,50,8,20.96
3214,99,13,1005.6,0,6428,94.7,6,151,8,21.01
3215,81,14,1005.7,0,6430,93,5,31,7,21.09
3216,71,8,1005.6,0,6432,91.4,5,44,7,21.19
3217,64,8,1005.6,0,6434,89.7,5,43,7,21.35
3218,71,16,1005.6,0,6436,87.6,5,38,8,21.57
3219,39,14,1005.6,0,6438,82.8,7,54,11,22.12
3220,52,12,1005.6,0,6440,78.2,8,106,11,22.54
3221,24,17,1005.9,0,6442,74,5,102,7,23.14
3222,25,17,1006,0,6444,70.6,5,152,9,23.55
3223,42,12,1006,0,6446,67.9,2,293,5,24.12
3224,58,11,1006.3,0,6448,64.9,2,388,5,24.81
3225,89,72,1006.5,0,6450,62.9,0,202,3,25.46
3226,241,17,1007,0,6452,65.8,6,351,9,24.76
3227,252,19,1007,0,6454,59.8,6,590,9,26.26
3228,227,26,1006.8,0,6456,57.2,4,331,8,26.86
3229,238,25,1006.9,0,6458,57.6,5,253,7,26.5
3230,266,23,1007,0,6460,55.4,4,294,6,26.87
3231,246,21,1007,0,6462,57.8,4,163,6,26.72
3232,248,17,1007.1,0,6464,59.3,3,157,5,26.6
3233,237,12,1007.3,0,6466,61,4,156,5,26.28
3234,272,14,1007.6,0,6468,60.5,5,178,6,26.27
3235,278,18,1007.7,0,6470,59.3,6,182,9,26.01
3236,258,24,1007.6,0,6472,60.4,6,135,9,25.46
3237,257,17,1007.7,0,6474,61.6,6,304,9,25.51
3238,245,19,1007.9,0,6476,59.9,8,569,13,25.89
3239,263,42,1009,0,6478,57.8,8,976,14,27.64
3240,287,30,1008.5,0,6480,54.3,6,595,10,28.2
3241,299,21,1008.8,0,6482,53.2,7,617,10,27.92
3242,298,34,1008.5,0,6484,51.3,5,470,7,28.61
3243,282,27,1008.5,0,6486,50.7,5,451,7,28.2
3244,246,22,1008.6,0,6488,49.3,5,858,9,28.08
3245,215,23,1008.5,0,6490,50.6,4,471,6,28.35
3246,242,22,1008.4,0,6492,51,6,479,9,27.85
3247,137,50,1008.2,0,6494,49.5,6,755,9,28.06
3248,248,34,1008,0,6496,49.1,6,652,10,28.34
3249,224,26,1007.9,0,6498,48.5,5,1173,10,29.32
3250,226,39,1007.7,0,6500,45.3,6,412,10,28.98
3251,212,42,1007.6,0,6502,45.4,5,1161,8,29.83
3252,220,30,1007.4,0,6504,42.4,6,1117,9,30.12
3253,218,37,1007.4,0,6506,43,5,716,9,30.17
3254,267,31,1007.7,0,6508,41.9,6,426,11,29.87
3255,270,31,1007.5,0,6510,41.7,5,498,8,30.55
3256,248,27,1007.5,0,6512,40.9,6,541,12,30.2
3257,258,30,1007.5,0,6514,39.8,7,1353,11,30.28
3258,252,31,1007.3,0,6516,40,7,619,10,29.74
3259,248,43,1007.2,0,6518,40.5,7,1140,11,31.21
3260,233,36,1007.2,0,6520,38.2,7,792,11,30.44
3261,239,35,1007.2,0,6522,38.6,7,555,12,30.43
3262,247,31,1007.2,0,6524,38.9,9,328,15,29.49
3263,234,36,1007.1,0,6526,42.2,7,297,11,29.15
3264,126,62,1007,0,6528,41.7,7,301,14,28.9
3265,226,29,1007,0,6530,41.9,6,320,14,28.91
3266,224,28,1006.9,0,6532,42.3,6,310,10,28.64
3267,224,34,1006.8,0,6534,42.7,7,310,11,28.46
3268,220,36,1006.9,0,6536,43,6,242,10,28.38
3269,224,32,1006.9,0,6538,43.4,7,200,12,28.07
3270,215,34,1006.9,0,6540,44.4,6,187,11,27.77
3271,226,48,1006.8,0,6542,45.5,5,187,8,27.88
3272,219,35,1006.8,0,6544,47.2,5,173,9,27.62
3273,220,34,1006.8,0,6546,48.6,5,171,8,27.47
3274,218,29,1006.7,0,6548,51,4,201,6,27.43
3275,221,28,1006.7,0,6550,54.1,5,243,7,27.41
3276,228,24,1006.7,0,6552,56.7,4,231,7,27.37
3277,222,23,1006.6,0,6554,55.7,4,260,6,27.59
3278,210,28,1006.5,0,6556,55.2,4,187,6,27.75
3279,209,30,1006.7,0,6558,52.6,4,135,8,27.67
3280,203,27,1006.7,0,6560,47,4,143,7,27.69
3281,212,31,1006.5,0,6562,48.7,4,206,6,27.69
3282,199,28,1006.6,0,6564,45.9,5,239,10,28.08
3283,214,30,1006.7,0,6566,48.1,4,248,6,28.13
3284,212,29,1006.7,0,6568,46.2,4,295,6,28.67
3285,201,23,1006.6,0,6570,45.5,4,168,6,28.7
3286,197,22,1006.6,0,6572,44.6,4,153,6,28.78
3287,205,23,1006.5,0,6574,45.3,4,120,6,28.57
3288,186,23,1006.3,0,6576,44.8,5,152,7,28.75
3289,216,35,1006.4,0,6578,45.3,4,270,6,29.01
3290,219,21,1006.6,0,6580,43.9,3,105,5,29.02
3291,218,19,1006.8,0,6582,45.4,3,140,5,28.78
3292,231,28,1006.8,0,6584,58.2,4,79,6,27.45
3293,215,33,1006.7,0,6586,63.6,3,81,5,26.52
3294,228,26,1006.8,0,6588,66.6,4,55,7,26.05
3295,238,24,1006.9,0,6590,68.5,4,50,5,25.62
3296,236,14,1006.8,0,6592,70.7,3,53,6,25.31
3297,235,16,1006.9,0,6594,72.5,4,35,5,24.95
3298,237,20,1006.9,0,6596,74.3,4,22,6,24.63
3299,233,17,1006.9,0,6598,75.7,3,29,5,24.39
3300,229,14,1006.8,0,6600,77.2,3,19,4,24.14
3301,221,12,1006.9,0,6602,78.9,3,19,5,23.98
3302,229,12,1007,0,6604,79.8,4,19,6,23.86
3303,235,16,1007.1,0,6606,80.6,4,27,6,23.76
3304,239,10,1007.2,0,6608,81.5,4,18,6,23.62
3305,241,11,1007.2,0,6610,82.4,2,12,4,23.43
3306,228,8,1007.3,0,6612,82.9,0,28,3,23.33
3307,212,16,1007.3,0,6614,83.5,2,27,4,23.18
3308,214,15,1007.2,0,6616,84,2,16,4,23.01
3309,224,14,1007.3,0,6618,84.6,1,17,4,22.88
3310,222,13,1007.4,0,6620,85.4,2,21,4,22.71
3311,200,1,1007.6,0,6622,85.8,0,23,2,22.64
3312,203,14,1007.4,0,6624,86.1,0,14,0,22.58
3313,225,22,1007.5,0,6626,86.7,0,20,0,22.4
3314,249,6,1007.4,0,6628,87.1,0,25,0,22.3
3315,244,9,1007.3,0,6630,87.3,0,14,1,22.09
3316,232,1,1007.4,0,6632,88.1,0,19,3,22.03
3317,241,10,1007.3,0,6634,89.1,2,25,4,22.04
3318,242,11,1007.3,0,6636,89.2,0,9,1,21.92
3319,240,0,1007.1,0,6638,89.4,0,21,0,21.92
3320,241,7,1007.1,0,6640,89.5,0,17,0,21.87
3321,238,1,1007.2,0,6642,89.5,0,16,0,21.74
3322,273,51,1007.1,0,6644,89.8,0,22,0,21.96
3323,6,1,1007.3,0,6646,89.4,0,27,0,21.97
3324,5,1,1007.2,0,6648,88.8,0,19,0,21.89
3325,5,1,1007.1,0,6650,88.9,0,27,0,21.94
3326,357,11,1007.2,0,6652,88.8,0,27,0,21.7
3327,308,13,1007.2,0,6654,89.1,0,31,0,21.76
3328,278,18,1007.2,0,6656,89.7,0,24,0,21.81
3329,250,6,1007.1,0,6658,90.8,0,18,0,21.81
3330,221,13,1006.9,0,6660,92,1,12,3,21.74
3331,232,3,1006.8,0,6662,93,1,35,3,21.75
3332,229,2,1006.6,0,6664,93.9,0,27,3,21.75
3333,222,12,1006.4,0,6666,94.9,0,39,3,21.75
3334,226,13,1006.3,0,6668,95.7,0,29,2,21.7
3335,240,8,1006.2,0,6670,96.3,1,24,3,21.66
3336,205,14,1006.1,0,6672,96.6,0,28,3,21.54
3337,207,13,1006.1,0,6674,97,0,22,0,21.44
3338,210,3,1006,0,6676,97.3,0,33,0,21.39
3339,228,18,1006,0,6678,97.4,0,27,0,21.22
3340,247,6,1005.9,0,6680,97.7,0,39,0,21.41
3341,258,17,1006.1,0,6682,97.6,0,40,0,21.35
3342,241,16,1006,0,6684,97.7,2,45,4,21.59
3343,233,11,1006,0,6686,97.7,1,51,4,21.71
3344,235,7,1006,0,6688,97.6,0,78,0,21.77
3345,235,0,1006.1,0,6690,97.6,0,80,0,21.81
3346,241,10,1006.2,0,6692,97.1,0,58,0,21.81
3347,285,23,1006.4,0,6694,96.3,4,33,5,21.83
3348,6,28,1006.3,0.3,6696,96.1,2,39,5,22.02
3349,37,18,1006.3,0,6698,94.9,4,41,6,22.03
3350,65,11,1006.1,0,6700,94.9,4,40,6,22.21
3351,93,10,1006,0,6702,94.2,6,35,8,22.21
3352,92,8,1006.3,0,6704,93.1,4,39,6,22.16
3353,91,8,1006.3,0,6706,92.3,4,36,6,22.06
3354,330,42,1006.6,0,6708,93.7,4,34,5,21.96
3355,254,18,1006.7,0,6710,93.8,3,25,5,21.86
3356,251,22,1007.1,0,6712,93.3,2,26,4,21.88
3357,277,20,1007.2,0,6714,93.5,2,15,4,21.97
3358,222,24,1007.2,0,6716,92.8,2,33,4,21.86
3359,230,7,1007.2,0,6718,91.7,1,40,4,21.86
3360,239,9,1007.3,0,6720,91.9,0,60,0,21.93
3361,246,0,1007.4,0,6722,93.5,0,63,0,22.15
3362,147,23,1007.4,0,6724,94.4,0,65,0,22.2
3363,141,0,1007.5,0,6726,95.1,0,70,0,22.22
3364,256,44,1007.7,0,6728,96.1,0,78,0,22.23
3365,271,5,1007.7,0,6730,96.1,0,90,0,22.37
3366,238,11,1007.8,0,6732,95.1,3,86,4,22.53
3367,248,7,1007.9,0,6734,94.4,3,111,4,22.71
3368,245,12,1007.8,0,6736,92.4,0,126,3,23.01
3369,232,12,1007.8,0,6738,91,0,124,0,23.31
3370,186,24,1007.9,0,6740,87.7,1,141,3,23.43
3371,174,8,1007.9,0,6742,84.7,0,161,0,23.79
3372,151,20,1007.8,0,6744,78.4,2,170,4,24.37
3373,117,12,1007.8,0,6746,79,4,220,7,24.44
3374,106,10,1008,0,6748,76.9,6,228,7,24.45
3375,100,15,1008.1,0,6750,76.7,5,238,7,24.66
3376,95,18,1008.2,0,6752,73.5,5,271,7,24.77
3377,90,15,1008.2,0,6754,72.6,3,271,4,25.02
3378,91,11,1008.3,0,6756,70.6,4,219,5,25.38
3379,71,18,1008.5,0,6758,68.8,3,188,5,25.54
3380,49,12,1008.6,0,6760,65.8,4,229,5,25.71
3381,15,31,1008.7,0,6762,67.1,4,290,5,26.17
3382,16,22,1008.6,0,6764,63.9,3,303,6,26.23
3383,351,16,1008.6,0,6766,62.6,3,321,5,26.22
3384,0,20,1008.4,0,6768,62,3,359,5,26.5
3385,3,19,1008.6,0,6770,62.1,4,375,6,26.64
3386,33,27,1008.7,0,6772,61,5,420,6,26.99
3387,41,20,1008.6,0,6774,60.8,5,407,7,27.08
3388,49,14,1008.5,0,6776,60.3,4,400,6,27.29
3389,50,24,1008.5,0,6778,58.5,2,441,5,27.53
3390,165,25,1008.3,0,6780,57.5,0,432,1,27.73
3391,100,79,1008.2,0,6782,57.3,1,480,3,28.29
3392,290,60,1008.2,0,6784,54.9,2,568,5,28.47
3393,257,16,1008.3,0,6786,53.4,2,555,4,28.89
3394,232,47,1008.1,0,6788,52.8,2,378,5,28.97
3395,186,56,1008.1,0,6790,51.9,3,257,5,28.9
3396,334,27,1008.2,0,6792,54.2,4,215,6,28.58
3397,315,21,1008.4,0,6794,52.9,5,212,7,28.66
3398,297,21,1008.3,0,6796,50.9,5,227,6,28.56
3399,319,20,1008.2,0,6798,49.8,3,240,5,28.65
3400,318,18,1008,0,6800,49.8,3,292,5,28.57
3401,286,24,1007.9,0,6802,49.5,3,334,4,29.05
3402,223,28,1007.8,0,6804,47.1,4,396,7,28.84
3403,230,28,1007.8,0,6806,47.9,4,389,6,29.12
3404,266,28,1007.7,0,6808,47,4,359,7,29.58
3405,282,23,1007.6,0,6810,46.1,5,305,7,29.51
3406,256,31,1007.7,0,6812,46,4,263,7,29.31
3407,271,20,1007.7,0,6814,46.3,5,248,7,28.94
3408,285,17,1007.7,0,6816,46.4,4,224,6,28.92
3409,310,21,1007.7,0,6818,48.5,2,190,4,28.84
3410,323,11,1007.7,0,6820,50.2,4,177,5,28.62
3411,302,18,1007.5,0,6822,53.1,4,167,5,28.41
3412,304,10,1007.5,0,6824,54.2,4,148,6,28.35
3413,311,14,1007.4,0,6826,54.7,5,167,8,28.21
3414,310,17,1007.4,0,6828,55.6,5,173,7,27.88
3415,293,19,1007.4,0,6830,60.6,7,181,11,26.75
3416,290,15,1007.3,0,6832,66.2,8,190,10,25.95
3417,297,20,1007.3,0,6834,68.3,5,182,8,25.79
3418,303,20,1007.2,0,6836,69.5,5,161,8,25.7
3419,318,19,1007.1,0,6838,69.6,5,178,7,25.64
3420,328,13,1007.1,0,6840,69.9,4,170,7,25.68
3421,331,15,1007.1,0,6842,68.5,5,190,7,25.74
3422,329,19,1007.1,0,6844,68.4,5,206,7,25.82
3423,304,19,1007.2,0,6846,67.3,6,211,8,25.71
3424,288,18,1007.3,0,6848,69.9,7,227,10,25.05
3425,286,20,1007.4,0,6850,72.7,7,228,9,24.54
3426,295,21,1007.6,0,6852,73.3,7,204,11,24.46
3427,288,19,1007.8,0,6854,74.7,8,207,11,24.34
3428,285,17,1007.8,0,6856,74.7,8,218,11,24.1
3429,291,22,1007.7,0,6858,74.4,7,186,10,24.25
3430,298,18,1007.7,0,6860,73.6,8,130,12,23.93
3431,295,19,1007.7,0,6862,73.9,5,69,8,24
3432,296,14,1007.9,0,6864,74.3,6,66,8,23.87
3433,298,21,1007.9,0,6866,78.8,5,45,8,23.58
3434,286,20,1008,0,6868,81.3,5,52,7,23.42
3435,293,22,1008.1,0,6870,82.3,6,60,8,23.14
3436,279,18,1008.1,0,6872,82.8,5,42,8,22.83
3437,281,18,1008.2,0,6874,82.9,6,27,9,22.72
3438,274,19,1008.3,0,6876,83.9,5,28,8,22.58
3439,261,20,1008.5,0,6878,84.8,5,23,8,22.51
3440,234,23,1008.6,0,6880,86.6,4,18,7,22.25
3441,229,21,1008.8,0,6882,87.4,3,12,6,22.09
3442,199,16,1008.9,0,6884,87.6,1,3,3,22.03
3443,210,26,1008.9,0,6886,88,1,12,3,21.96
3444,233,7,1008.9,0,6888,88.5,1,15,6,21.86
3445,208,18,1009.1,0,6890,89.2,2,24,6,21.79
3446,247,21,1009.1,0,6892,89.9,4,17,7,21.75
3447,250,14,1009.2,0,6894,90.1,3,14,5,21.75
3448,254,19,1009.2,0,6896,90.2,3,21,7,21.67
3449,225,16,1009.3,0,6898,90.5,3,10,5,21.53
3450,240,14,1009.2,0,6900,90.9,4,17,6,21.46
3451,252,19,1009.1,0,6902,91.3,4,17,7,21.4
3452,248,18,1009.2,0,6904,91.6,4,14,5,21.28
3453,245,15,1009.2,0,6906,91.8,4,25,6,21.18
3454,240,12,1009.2,0,6908,91.6,3,6,5,21.07
3455,224,13,1009.3,0,6910,92,1,20,4,21.01
3456,232,10,1009.3,0,6912,92.4,3,16,5,20.96
3457,225,21,1009.2,0,6914,92.5,3,18,5,20.95
3458,228,14,1009.1,0,6916,92.6,2,20,5,20.92
3459,222,5,1009.1,0,6918,92.8,0,13,1,20.89
3460,219,1,1008.9,0,6920,92.7,0,20,0,20.87
3461,272,29,1008.8,0,6922,92.8,0,15,3,20.81
3462,301,2,1008.6,0,6924,93.3,2,10,3,20.82
3463,282,9,1008.6,0.2,6926,94.1,3,14,4,20.72
3464,265,9,1008.6,0,6928,95.4,4,25,5,20.62
3465,260,8,1008.5,0,6930,96.8,4,22,5,20.51
3466,268,9,1008.5,0,6932,97.6,4,13,4,20.46
3467,263,5,1008.4,0,6934,97.7,3,17,4,20.43
3468,256,12,1008.3,0,6936,97.7,1,20,4,20.48
3469,270,7,1008.2,0,6938,97.8,3,18,5,20.37
3470,276,7,1008.2,0,6940,97.8,4,22,5,20.23
